,Assignee Location,Assignee Name,Fields,Patent Number,Title (Patent Number),fetched,Year,CPC Category
21,"Espoo, FI",NOKIA CORPORATION,H,"7,158,507",#7158507,True,2007,Electricity
22,"Lisle, IL","TELLABS OPERATIONS, INC.",G,"7,158,572",#7158572,True,2007,Physics
23,"Redmond, WA",MICROSOFT CORPORATION,H,"7,158,616",#7158616,True,2007,Electricity
24,"Norwood, MA","GRYPHON NETWORKS, CORP.",H,"7,158,630",#7158630,True,2007,Electricity
25,KR,"SAMSUNG ELECTRONICS CO., LTD.",H,"7,158,777",#7158777,True,2007,Electricity
26,"Seoul, KR","SMARTINT CO., LTD.",H,"7,158,805",#7158805,True,2007,Electricity
27,"Cupertino, CA",FINEGROUND NETWORKS,G,"7,159,014",#7159014,True,2007,Physics
28,"Redmond, WA",MICROSOFT CORPORATION,G,"7,159,185",#7159185,True,2007,Physics
30,DE,INFICON GMBH,G,"7,159,445",#7159445,True,2007,Physics
31,JP,DENSO CORPORATION,G,"7,159,447",#7159447,True,2007,Physics
33,"Allentown, PA","AIR PRODUCTS AND CHEMICALS, INC.",B,"7,160,360",#7160360,True,2007,"Performing Operations, Transporting"
34,"Osaka, JP","SUMITOMO METAL INDUSTRIES, LTD.",C,"7,160,825",#7160825,True,2007,"Chemistry, Metallurgy"
35,"Sodertalje, SE",ASTRAZENECA AB,A,"7,160,891",#7160891,True,2007,Human Necessities
36,"New Brunswick, NJ","XECHEM INTERNATIONAL, INC.",A,"7,160,910",#7160910,True,2007,Human Necessities
37,"Osaka, JP","SUMITOMO CHEMICAL COMPANY, LIMITED",B,"7,160,950",#7160950,True,2007,"Performing Operations, Transporting"
38,"Petah Tiqva, IL",TEVA PHARMACEUTICAL INDUSTRIES LTD.,C,"7,161,012",#7161012,True,2007,"Chemistry, Metallurgy"
39,"Billerica, MA",MILLIPORE CORPORATION,H,"7,161,787",#7161787,True,2007,Electricity
40,"Cleveland, OH",FERRO CORPORATION,C,"7,161,795",#7161795,True,2007,"Chemistry, Metallurgy"
41,"Troy, MI","DELPHI TECHNOLOGIES, INC.",G,"7,162,153",#7162153,True,2007,Physics
42,"Balmain, AU",SILVERBROOK RESEARCH PTY LTD,G,"7,162,442",#7162442,True,2007,Physics
43,"Tokyo, JP","HITACHI, LTD.",G,"7,162,500",#7162500,True,2007,Physics
44,"Santa Clara, CA",INTEL CORPORATION,G,"7,162,573",#7162573,True,2007,Physics
45,"Santa Clara, CA",INTEL CORPORATION,G,"7,162,705",#7162705,True,2007,Physics
46,"San Francisco, CA","NCIRCLE NETWORK SECURITY, INC.",G,"7,162,742",#7162742,True,2007,Physics
47,"Curacao, NL",VELCRO INDUSTRIES B.V.,A,"7,162,780",#7162780,True,2007,Human Necessities
48,"Gentilly, FR",SOLYSTIC,B,"7,163,143",#7163143,True,2007,"Performing Operations, Transporting"
50,"Wilmington, DE",E. I. DU PONT DE NEMOURS AND COMPANY,B,"7,164,033",#7164033,True,2007,"Performing Operations, Transporting"
51,"Seminole, FL","FIELDMETRICS, INC.",G,"7,164,263",#7164263,True,2007,Physics
52,"Kawasaki, JP",FUJITSU LIMITED,G,"7,164,418",#7164418,True,2007,Physics
53,"Tokyo, JP",OLYMPUS CORPORATION,H,"7,164,438",#7164438,True,2007,Electricity
54,"Tokyo, JP",TOSHIBA TEC KABUSHIKI KAISHA,G,"7,164,491",#7164491,True,2007,Physics
55,"Osaka, JP","MINOLTA CO., LTD.",H,"7,165,089",#7165089,True,2007,Electricity
56,"Tokyo, JP","HITACHI, LTD.",G,"7,165,157",#7165157,True,2007,Physics
57,"Santa Clara, CA","SUN MICROSYSTEMS, INC.",H,"7,165,192",#7165192,True,2007,Electricity
60,"Blacksburg, VA","VIRGINIA TECH INTELLECTUAL PROPERTIES, INC.",A,"7,165,358",#7165358,True,2007,Human Necessities
61,"Eskilstuna, SE",VOLVO CONSTRUCTION EQUIPMENT HOLDING SWEDEN AB,E,"7,165,472",#7165472,True,2007,Fixed Construction
62,"Clevland, OH",EATON CORPORATION,B,"7,165,583",#7165583,True,2007,"Performing Operations, Transporting"
63,"Nagoya, JP",BROTHER KOGYO KABUSHIKI KAISHA,B,"7,165,741",#7165741,True,2007,"Performing Operations, Transporting"
65,"Tokyo-to, JP","HITACHI, LTD.",B,"7,165,818",#7165818,True,2007,"Performing Operations, Transporting"
67,"Kanagawa, JP","FUJI PHOTO FILM CO., LTD.",G,"7,166,317",#7166317,True,2007,Physics
68,"Santa Clara, CA","FOVEON, INC.",H,"7,166,880",#7166880,True,2007,Electricity
69,"Boise, ID","MICRON TECHNOLOGY, INC.",H,"7,166,896",#7166896,True,2007,Electricity
70,"San Jose, CA",CYPRESS SEMICONDUCTOR CORPORATION,H,"7,166,902",#7166902,True,2007,Electricity
71,"Stuttgart, DE",ROBERT BOSCH GMBH,H,"7,166,976",#7166976,True,2007,Electricity
72,"Eindhoven, NL",KONINKLIJKE PHILIPS ELECTRONICS N.V.,G,"7,167,428",#7167428,True,2007,Physics
73,JP,SONY COMPUTER ENTERTAINMENT INC.,G,"7,167,596",#7167596,True,2007,Physics
74,"Tokyo, JPSony Pictures Entertainment, Inc.",SONY CORPORATION,G,"7,167,763",#7167763,True,2007,Physics
75,"Bogart, GA","ZOOM BAIT COMPANY, INC.",A,"7,168,203",#7168203,True,2007,Human Necessities
76,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,G,"7,168,224",#7168224,True,2007,Physics
78,"Aberdeen, GB",ANDERGAUGE LIMITED,E,"7,168,493",#7168493,True,2007,Fixed Construction
79,"Perry, FL",UNITED WELDING SERVICE,B,"7,168,590",#7168590,True,2007,"Performing Operations, Transporting"
80,"Twickenham, GB",IN-Q-BATOR LIMITED,B,"7,168,642",#7168642,True,2007,"Performing Operations, Transporting"
81,"Detroit, MI","GM GLOBAL TECHNOLOGY OPERATIONS, INC.",H,"7,168,956",#7168956,True,2007,Electricity
82,"Draper, UT","MEGADYNE MEDICAL PRODUCTS, INC.",A,"7,169,145",#7169145,True,2007,Human Necessities
83,"Slough, GB",UCB PHARMA LIMITED,C,"7,169,399",#7169399,True,2007,"Chemistry, Metallurgy"
84,"Bethany, CT","LATICRETE INTERNATIONAL, INC.",C,"7,169,462",#7169462,True,2007,"Chemistry, Metallurgy"
85,"Rochester, NY",EASTMAN KODAK COMPANY,G,"7,169,543",#7169543,True,2007,Physics
86,"East Lansing, MI",MICHIGAN STATE UNIVERSITY,C,"7,169,597",#7169597,True,2007,"Chemistry, Metallurgy"
87,JP,SONY CORPORATION,H,"7,169,628",#7169628,True,2007,Electricity
88,"Tokyo-To, JP",KIRIN BEER KABUSHIKI KAISHA,C,"7,169,789",#7169789,True,2007,"Chemistry, Metallurgy"
89,"Longmont, CO","DISPLAYTECH, INC.",G,"7,170,483",#7170483,True,2007,Physics
90,"Tokyo, JPToshiba Tec Kabushiki Kaisha",KABUSHIKI KAISHA TOSHIBA,H,"7,170,536",#7170536,True,2007,Electricity
91,"Osaka, JP","MINOLTA CO., LTD.",H,"7,170,633",#7170633,True,2007,Electricity
92,"Schaumburg, IL",MOTOROLA INC.,A,"7,171,166",#7171166,True,2007,Human Necessities
93,"Redwood City, CA",ORACLE INTERNATIONAL CORPORATION,G,"7,171,190",#7171190,True,2007,Physics
94,"Hunenberg, CH",STOPINC AKTIENGESELLSCHAFT,B,"7,171,326",#7171326,True,2007,"Performing Operations, Transporting"
95,"Austin, TX","FREESCALE SEMICONDUCTOR, INC.",G,"7,171,346",#7171346,True,2007,Physics
96,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,G,"7,171,568",#7171568,True,2007,Physics
97,"Anchorage, AK",WINDAHL; ETHAN L.,E,"7,171,792",#7171792,True,2007,Fixed Construction
98,"Tokyo, JP","MITSUI MINING & SMELTING CO., LTD.",E,"7,171,832",#7171832,True,2007,Fixed Construction
99,"Stockton, CA",BARCLAY ROTO-SHRED INCORPORATED,B,"7,172,147",#7172147,True,2007,"Performing Operations, Transporting"
100,"Taoyuan Hsien, TW","DELTA ELECTRONICS, INC.",G,"7,172,318",#7172318,True,2007,Physics
101,"Waukesha, WI","GE MEDICAL SYSTEMS GLOBAL TECHNOLOGY COMPANY, LLC",A,"7,172,341",#7172341,True,2007,Human Necessities
102,JP,"SUMITOMO WIRING SYSTEMS, LTD.",H,"7,172,468",#7172468,True,2007,Electricity
103,"Schaumburg, IL",PLIANT CORPORATION,B,"7,172,815",#7172815,True,2007,"Performing Operations, Transporting"
104,"Queensland, AU",THE UNIVERSITY OF QUEENSLAND,B,"7,173,272",#7173272,True,2007,"Performing Operations, Transporting"
105,"Durham, NC","CREE, INC.",C,"7,173,285",#7173285,True,2007,"Chemistry, Metallurgy"
106,"Osaka, JP","SANYO ELECTRIC CO., LTD.",H,"7,173,336",#7173336,True,2007,Electricity
107,"Taipei, TW","NIKO SEMICONDUCTOR CO., LTD.",H,"7,173,404",#7173404,True,2007,Electricity
108,"Norwood, MA","ANALOG DEVICES, INC.",H,"7,173,554",#7173554,True,2007,Electricity
109,"Tokyo, JP",NIKON CORPORATION,H,"7,173,661",#7173661,True,2007,Electricity
110,"Kanagawa, JP","FUJI PHOTO FILM CO., LTD.",H,"7,173,743",#7173743,True,2007,Electricity
111,"Sunnyvale, CA",FINISAR CORPORATION,G,"7,173,763",#7173763,True,2007,Physics
112,"Menlo Park, CA","DITRANS IP, INC.",H,"7,173,980",#7173980,True,2007,Electricity
113,"Tokyo, JP","HITACHI, LTD.",G,"7,174,092",#7174092,True,2007,Physics
114,"Tokyo, JP",YAZAKI CORPORATION,G,"7,174,324",#7174324,True,2007,Physics
115,"Dayton, OH",NCR CORP.,G,"7,174,347",#7174347,True,2007,Physics
116,"Redwood Shores, CA",ORACLE INTERNATIONAL CORP.,H,"7,174,383",#7174383,True,2007,Electricity
117,"San Jose, CA","CISCO TECHNOLOGY, INC.",G,"7,174,492",#7174492,True,2007,Physics
119,"Holtsville, NY","SYMBOL TECHNOLOGIES, INC.",G,"7,175,093",#7175093,True,2007,Physics
120,"Chicago, IL",UNITED STATES GYPSUM COMPANY,C,"7,175,426",#7175426,True,2007,"Chemistry, Metallurgy"
122,BR,RIO TINTO BRASIL,C,"7,175,690",#7175690,True,2007,"Chemistry, Metallurgy"
123,"New Castle, DE",WATERS INVESTMENTS LIMITED,B,"7,175,913",#7175913,True,2007,"Performing Operations, Transporting"
124,"Ludwigshafen, DE",BASF PLANT SCIENCE GMBH,C,"7,176,026",#7176026,True,2007,"Chemistry, Metallurgy"
125,JP,"NISSHINGO INDUSTRIES, INC.",C,"7,176,330",#7176330,True,2007,"Chemistry, Metallurgy"
126,"Wilmington, DE",E. I. DU PONT DE NEMOURS AND COMPANY,C,"7,176,353",#7176353,True,2007,"Chemistry, Metallurgy"
127,"Kyoungki-do, KR",HYNIX SEMICONDUCTOR INC.,H,"7,176,711",#7176711,True,2007,Electricity
128,"Tokyo, JP",YAZAKI CORPORATION,H,"7,176,780",#7176780,True,2007,Electricity
129,"Irvine, CA",BROADCOM CORPORATION,H,"7,176,817",#7176817,True,2007,Electricity
130,"Somerville, MA",LEARNING TECHNOLOGIES INC.,G,"7,177,077",#7177077,True,2007,Physics
131,"Gyeonggi-do, KR",SAMSUNG ELECTRONICS CO. LTD.,G,"7,177,084",#7177084,True,2007,Physics
132,"Tokyo, JP",TDK CORPORATION,H,"7,177,138",#7177138,True,2007,Electricity
133,"Armonk, NY",INTERNATIONAL BUSINESS MACHINES CORPORATION,G,"7,177,886",#7177886,True,2007,Physics
134,"Boston, MA",FMR CORP.,G,"7,177,916",#7177916,True,2007,Physics
135,"Sunnyvale, CA",YAHOO! INC.,G,"7,177,931",#7177931,True,2007,Physics
136,"Hopkinton, MA",EMC CORPORATION,G,"7,177,994",#7177994,True,2007,Physics
137,"Dallas, TX",TEXAS INSTRUMENTS INCORPORATED,G,"7,178,138",#7178138,True,2007,Physics
138,"Newark, DE",NEWFREY LLC,B,"7,178,205",#7178205,True,2007,"Performing Operations, Transporting"
139,"Tokyo, JP","ALPS ELECTRIC CO., LTD.",B,"7,178,222",#7178222,True,2007,"Performing Operations, Transporting"
141,"Gyeonggi-do, KR","SAMSUNG ELECTRONICS CO., LTD.",G,"7,178,397",#7178397,True,2007,Physics
142,"Ogden, UT","FLYING J, INC.",B,"7,178,561",#7178561,True,2007,"Performing Operations, Transporting"
143,"Lincoln, NE",SNYDER INDUSTRIES,B,"7,178,686",#7178686,True,2007,"Performing Operations, Transporting"
144,"Addsion, TX","VECTORSGI, INC.",G,"7,178,721",#7178721,True,2007,Physics
145,"Taipei, TW",HABITEX CORPORATION,A,"7,178,864",#7178864,True,2007,Human Necessities
146,"Wellington, FL","BE AEROSPACE, INC.",B,"7,178,867",#7178867,True,2007,"Performing Operations, Transporting"
147,"Newark, DE",BLACK & DECKER INC.,B,"7,178,878",#7178878,True,2007,"Performing Operations, Transporting"
149,"Reno, NV",IGT,G,"7,179,169",#7179169,True,2007,Physics
150,"West Hempstead, NY","AB-CWT, LLC",B,"7,179,379",#7179379,True,2007,"Performing Operations, Transporting"
151,"Princeton, NJ","MEDI-PHYSICS, INC.",A,"7,179,450",#7179450,True,2007,Human Necessities
152,"The Woodlands, TX",LEXICON GENETICS INCORPORATED,C,"7,179,827",#7179827,True,2007,"Chemistry, Metallurgy"
153,"Hamamatsu, JP",YAMAHA CORPORATION,A,"7,179,984",#7179984,True,2007,Human Necessities
154,"Santa Clara, CA","AGILENT TECHNOLOGIES, INC.",H,"7,180,059",#7180059,True,2007,Electricity
156,"Kanagawa, JP",NEC ELECTRONICS CORPORATION,H,"7,180,191",#7180191,True,2007,Electricity
157,"Aisugi, JP","SEMICONDUCTOR ENERGY LABORATORY CO., LTD.",G,"7,180,485",#7180485,True,2007,Physics
158,"Rochester, NY",EASTMAN KODAK COMPANY,B,"7,180,532",#7180532,True,2007,"Performing Operations, Transporting"
159,"Seoul, KR","LG.PHILIPS CO., LTD.",G,"7,180,559",#7180559,True,2007,Physics
160,"Kawasaki, JP",FUJITSU LIMITED,B,"7,180,713",#7180713,True,2007,"Performing Operations, Transporting"
161,"Paris, FR",ALCATEL,H,"7,180,872",#7180872,True,2007,Electricity
162,"San Jose, CA",ALTERA CORPORATION,G,"7,180,972",#7180972,True,2007,Physics
163,"New York, NY","MAGIQ TECHNOLOGIES, INC.",H,"7,181,011",#7181011,True,2007,Electricity
164,"Santa Clara, CA","MCAFEE, INC.",H,"7,181,015",#7181015,True,2007,Electricity
165,"Schenectady, NY",GENERAL ELECTRIC COMPANY,F,"7,181,333",#7181333,True,2007,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
166,"Houston, TX","JP MORGAN CHASE BANK, N.A.",G,"7,181,427",#7181427,True,2007,Physics
167,Singapore Pte. Ltd.,AVAGO TECHNOLOGIES GENERAL IP,H,"7,181,675",#7181675,True,2007,Electricity
169,"Holtsville, NY","SYMBOL TECHNOLOGIES, INC.",G,"7,182,260",#7182260,True,2007,Physics
170,"Farmington Hills, MI","NISSAN TECHNICAL CENTER NORTH AMERICA, INC.",B,"7,182,397",#7182397,True,2007,"Performing Operations, Transporting"
172,"Senden, DEN/A",BREDENT DENTALGERATE UND MATERIALIEN FACH-UND ORGANISATIONSBERATUNG PETER BREHM,A,"7,182,596",#7182596,True,2007,Human Necessities
173,TW,TIANJIN GOLDEN RUBBER PRODUCT CORPORATION,A,"7,182,705",#7182705,True,2007,Human Necessities
175,"Ludwigshafen, DE",BASF AKTIENGESELLSCHAFT,C,"7,182,789",#7182789,True,2007,"Chemistry, Metallurgy"
177,"Hartford, CT",UNITED TECHNOLOGIES CORPORATION,C,"7,182,909",#7182909,True,2007,"Chemistry, Metallurgy"
178,"Iselin, NJ",ENGELHARD CORPORATION,B,"7,182,927",#7182927,True,2007,"Performing Operations, Transporting"
179,"Fremont, CA",SCIOS INC.,C,"7,183,070",#7183070,True,2007,"Chemistry, Metallurgy"
180,"Boise, ID","MICRON TECHNOLOGY, INC.",H,"7,183,134",#7183134,True,2007,Electricity
181,"Seoul, KR","DONGBU ELECTRONICS CO., LTD.",H,"7,183,209",#7183209,True,2007,Electricity
182,JP,"NGK SPARK PLUG CO., LTD.",H,"7,183,497",#7183497,True,2007,Electricity
183,"West Hartford, CT",THE WIREMOLD COMPANY,H,"7,183,501",#7183501,True,2007,Electricity
184,"Gemenos, FR",GEMPLUS,G,"7,183,636",#7183636,True,2007,Physics
185,"Kaohsiung, TW","ASIA VITAL COMPONENT CO., LTD.",F,"7,183,679",#7183679,True,2007,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
186,"Flensburg, DE",DANFOSS COMPRESSORS GMBH,H,"7,183,685",#7183685,True,2007,Electricity
187,"Oakland, CA",THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,G,"7,183,765",#7183765,True,2007,Physics
188,"Tokyo, JP",YOKOGAWA ELECTRIC CORPORATION,H,"7,183,806",#7183806,True,2007,Electricity
189,"Morristown, NJ","HONEYWELL INTERNATIONAL, INC.",G,"7,183,907",#7183907,True,2007,Physics
190,"Taipei, TW","ADVANCED CONNECTEK, INC.",H,"7,183,980",#7183980,True,2007,Electricity
191,"Boulder, CO",SPECTRA LOGIC CORPORATION,G,"7,184,239",#7184239,True,2007,Physics
192,"San Jose, CA",CYPRESS SEMICONDUCTOR CORPORATION,H,"7,184,253",#7184253,True,2007,Electricity
193,"San Jose, CA",ATMEL CORPORATION,G,"7,184,311",#7184311,True,2007,Physics
194,"Wilmington, DE","ITT MANUFACTURING ENTERPRISES, INC.",H,"7,184,421",#7184421,True,2007,Electricity
195,"Seoul, KR",LG ELECTRONICS INC.,G,"7,184,484",#7184484,True,2007,Physics
196,"Eindhoven, NL",KONINKLIJKE PHILIPS ELECTRONICS N.V.,G,"7,184,648",#7184648,True,2007,Physics
197,"St. Laurent, CA",NORTEL NETWORKS LIMITED,H,"7,184,703",#7184703,True,2007,Electricity
198,"Espoo, FI",NOKIA CORPORATION,G,"7,184,750",#7184750,True,2007,Physics
199,"Zurich, CH",STARHOME GMBH,H,"7,184,764",#7184764,True,2007,Electricity
200,"Santa Clara, CA","SUN MICROSYSTEMS, INC.",G,"7,185,338",#7185338,True,2007,Physics
202,"Offenbach am Main, DE",MAN ROLAND DRUCKMASCHINEN AG,B,"7,185,587",#7185587,True,2007,"Performing Operations, Transporting"
203,"Tokyo, JP","HONDA MOTOR CO., LTD.",B,"7,185,911",#7185911,True,2007,"Performing Operations, Transporting"
205,"Sullivan, OH",WALNUT GROVE HUNTING PRODUCTS,B,"7,185,932",#7185932,True,2007,"Performing Operations, Transporting"
206,Singapore Pte. Ltd.,AVAGO TECHNOLOGIES ECBU IP,G,"7,186,041",#7186041,True,2007,Physics
207,"Cambridge, GB",CAMBRIDGE UNIVERSITY TECHNICAL SERVICES LIMITED,C,"7,186,408",#7186408,True,2007,"Chemistry, Metallurgy"
208,"Rochester, NY",EASTMAN KODAK COMPANY,B,"7,186,482",#7186482,True,2007,"Performing Operations, Transporting"
209,"Tokyo, JPNational Institute of Technology and Evaluation",NATIONAL INSTITUTE OF ADVANCED INDUSRTIAL SCIENCE AND TECHNOLOGY,C,"7,186,540",#7186540,True,2007,"Chemistry, Metallurgy"
210,"Houston, TX",BAYLOR COLLEGE OF MEDICINE,A,"7,186,879",#7186879,True,2007,Human Necessities
211,"Saitama, JP","SANKEN ELECTRIC CO., LTD.",H,"7,187,010",#7187010,True,2007,Electricity
212,"Kanagawa, JP","FUJI PHOTO FILM CO., LTD.",G,"7,187,511",#7187511,True,2007,Physics
213,"Santa Clara, CA","SUN MICROSYSTEMS, INC.",H,"7,187,676",#7187676,True,2007,Electricity
216,"Egelsbach, DE",FLEISSNER GMBH & CO. MASCHINENFABRIK,B,"7,188,631",#7188631,True,2007,"Performing Operations, Transporting"
217,"Tokyo, JP",SANKYO SEISAKUSHO CO.,B,"7,188,722",#7188722,True,2007,"Performing Operations, Transporting"
218,"Tokyo, JPToshiba Medical Systems Corporation",KABUSHIKI KAISHA TOSHIBA,A,"7,189,000",#7189000,True,2007,Human Necessities
219,"Gilbert, AZ","ANTARES CONTECH, INC.",G,"7,189,078",#7189078,True,2007,Physics
220,"New Delhi, IN",COUNCIL OF SCIENTIFIC & INDUSTRIAL RESEARCH,C,"7,189,557",#7189557,True,2007,"Chemistry, Metallurgy"
222,"Yokkaichi, JP","SUMITOMO WIRING SYSTEMS, LTD.",B,"7,189,925",#7189925,True,2007,"Performing Operations, Transporting"
223,"Kanagawa-ken, JP","SEMICONDUCTOR ENERGY LABORATORY CO., LTD.",H,"7,189,997",#7189997,True,2007,Electricity
224,"Tokyo, JP",KABUSHIKI KAISHA TOSHIBA,H,"7,190,015",#7190015,True,2007,Electricity
225,"Agrate Brianza, IT",STMICROELECTRONICS S.R.L.,G,"7,190,300",#7190300,True,2007,Physics
226,"Carlsbad, CA","PULSE-LINK, INC.",H,"7,190,722",#7190722,True,2007,Electricity
227,"Boston, MA","PERKINELMER LAS, INC.",G,"7,191,647",#7191647,True,2007,Physics
228,"Racine, WI",CNH AMERICA LLC,A,"7,191,715",#7191715,True,2007,Human Necessities
229,"Winston-Salem, NC","HBI BRANDED APPAREL ENTERPRISES, LLC",C,"7,191,720",#7191720,True,2007,"Chemistry, Metallurgy"
231,"Fagersta, SE",SECO TOOLS AB,B,"7,192,227",#7192227,True,2007,"Performing Operations, Transporting"
232,"Indianola, PA","MEDRAD, INC.",A,"7,192,416",#7192416,True,2007,Human Necessities
233,"Ludwigsburg, DE",FILTERWERK MANN & HUMMEL GMBH,B,"7,192,518",#7192518,True,2007,"Performing Operations, Transporting"
234,"Rahway, NJ","MERCK & CO., INC.",C,"7,192,954",#7192954,True,2007,"Chemistry, Metallurgy"
235,"Pine Brook, NJ",OHAUS CORPORATION USA,G,"7,193,164",#7193164,True,2007,Physics
236,"Houghton, MI",BOARD OF CONTROL OF MICHIGAN TECHNOLOGICAL UNIVERSITY,H,"7,193,193",#7193193,True,2007,Electricity
237,"Yokohama, JP","VICTOR COMPANY OF JAPAN, LTD.",H,"7,193,257",#7193257,True,2007,Electricity
238,"Santa Clara, CA",NATIONAL SEMICONDUCTOR CORPORATION,H,"7,193,450",#7193450,True,2007,Electricity
239,"Tokyo, JP","KONICA MINOLTA BUSINESS TECHNOLOGIES, INC.",B,"7,193,518",#7193518,True,2007,"Performing Operations, Transporting"
240,"Hua Tan Hsiang, TW","TRANS ELECTRIC CO., LTD.",H,"7,193,582",#7193582,True,2007,Electricity
242,"St. Laurent, CA",NORTEL NETWORKS LIMITED,H,"7,193,980",#7193980,True,2007,Electricity
243,"Espoo, FI",NOKIA NETWORKS OY,G,"7,194,272",#7194272,True,2007,Physics
244,"Santa Clara, CA",GRADIENT DESIGN AUTOMATION INC.,G,"7,194,711",#7194711,True,2007,Physics
245,"Washington, DC",THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE NAVY,F,"7,194,961",#7194961,True,2007,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
246,"Tokyo, JP",TDK CORPORATION,G,"7,195,192",#7195192,True,2007,Physics
248,"Tainan, TW","TYC BROTHER INDUSTRIAL CO., LTD.",B,"7,195,384",#7195384,True,2007,"Performing Operations, Transporting"
249,JP,OLYMPUS CORPORATION,A,"7,195,587",#7195587,True,2007,Human Necessities
250,"Rochester, NY",EASTMAN KODAK COMPANY,G,"7,195,853",#7195853,True,2007,Physics
251,"San Diego, CA",GENERAL ATOMICS,C,"7,195,891",#7195891,True,2007,"Chemistry, Metallurgy"
252,"Tallahassee, FL","FLORIDA STATE UNIVERSITY RESEARCH FOUNDATION, INC.",C,"7,195,899",#7195899,True,2007,"Chemistry, Metallurgy"
253,"Rahway, NJ","MERCK & CO., INC.",C,"7,196,113",#7196113,True,2007,"Chemistry, Metallurgy"
254,"South San Francisco, CA","GENENTECH, INC.",C,"7,196,165",#7196165,True,2007,"Chemistry, Metallurgy"
255,"Louisville, KY","UNIVERSITY OF LOUISVILLE RESEARCH FOUNDATION, INC.",C,"7,196,220",#7196220,True,2007,"Chemistry, Metallurgy"
256,"Houston, TX",EXXONMOBIL CHEMICAL PATENTS INC.,C,"7,196,239",#7196239,True,2007,"Chemistry, Metallurgy"
258,"Tokyo-to, JP",KABUSHIKI KAISHA TOPCON,G,"7,196,302",#7196302,True,2007,Physics
259,"Hsinchu, TW",YANG; WEN-KUN,H,"7,196,408",#7196408,True,2007,Electricity
260,"Kariya, JP",DENSO CORPORATION,H,"7,196,441",#7196441,True,2007,Electricity
261,"Hsinchu, TW","DELTA OPTOELECTRONICS, INC.",B,"7,196,464",#7196464,True,2007,"Performing Operations, Transporting"
262,"Tokyo, JP",MITSUBISHI DENKI KABUSHIKI KAISHA,H,"7,197,088",#7197088,True,2007,Electricity
263,"Sunnyvale, CA","FRIENDLY POLYNOMIALS, INC.",G,"7,197,502",#7197502,True,2007,Physics
264,"Helsinki, FI",NOKIA TELECOMMUNICATIONS OY,H,"7,197,551",#7197551,True,2007,Electricity
265,"Blue Bell, PA",UNISYS CORPORATION,G,"7,197,620",#7197620,True,2007,Physics
268,UK Limited,ARVINMERITOR LIGHT VEHICLE SYSTEMS,E,"7,198,307",#7198307,True,2007,Fixed Construction
269,"Longueuil, Quebec, CA",PRATT & WHITNEY CANADA CORP.,F,"7,198,468",#7198468,True,2007,"Mechanical Engineering, Lighting, Heating, Weapons, Blasting Engines or Pumps"
270,"3D Semiconductor, Inc.",THIRD DIMENSION,H,"7,199,006",#7199006,True,2007,Electricity
271,"JPNippon Pillar Packing Co., Ltd.","LIGNYTE CO., LTD.",C,"7,199,186",#7199186,True,2007,"Chemistry, Metallurgy"
272,"Kanagawa-ken, JP","FUJI PHOTO FILM CO., LTD.",G,"7,199,389",#7199389,True,2007,Physics
